,Content type:,European public assessment reports (EPARs),Output generated at:,"Thu, 11/05/2023 - 18:46",Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29
1796,Veterinary,ProMeris,,metaflumizone,metaflumizone,EMEA/V/C/000107,no,Withdrawn,,no,no,no,no,no,no,no,2006-12-19 01:00:00,,Pfizer Limited ,,"Ectoparasiticides for topical use, incl. insecticides",,2015-07-08 00:00:00,8,Treatment and prevention of flea infestations (Ctenocephalides canis and C. felis) in cats. The veterinary medicinal product can be used as part of a treatment strategy for flea allergy dermatitis (FAD).,Cats,QP53AX25,2015-07-08 00:09:00,2015-07-13 16:30:00,https://www.ema.europa.eu/en/medicines/veterinary/EPAR/promeris
1797,Veterinary,ProMeris Duo,,"metaflumizone, amitraz","metaflumizone, amitraz",EMEA/V/C/000108,no,Withdrawn,,no,no,no,no,no,no,no,2006-12-19 01:00:00,,Pfizer Limited ,,"Ectoparasiticides for topical use, incl. insecticides",,2015-07-08 00:00:00,7,"For the treatment and prevention of infestations by fleas (Ctenocephalides canis and C. felis), and ticks (Ixodes ricinus, Ixodes hexagonus, Rhipicephalus sanguineus, Dermacentor reticulatus and Dermacentor variabilis), and treatment of demodicosis (caused by Demodex spp.) and lice (Trichodectes canis) in dogs.The veterinary medicinal product can be used as part of a treatment strategy for flea allergy dermatitis (FAD).",Dogs,QP53AD51,2015-07-08 23:09:00,2015-07-13 14:00:00,https://www.ema.europa.eu/en/medicines/veterinary/EPAR/promeris-duo
1798,Human,Rienso,"Anemia;  Kidney Failure, Chronic",ferumoxytol,Ferumoxytol,EMEA/H/C/002215,no,Withdrawn,B03,yes,no,no,no,no,no,no,2012-06-15 00:00:00,,Takeda Pharma A/S,Other antianemic preparations,,,2015-04-13 00:00:00,7,Rienso is indicated for the intravenous treatment of iron-deficiency anaemia in adult patients with chronic kidney disease (CKD).The diagnosis of iron deficiency must be based on appropriate laboratory tests (see section 4.2).,,,2015-04-13 00:00:00,2015-07-13 10:05:00,https://www.ema.europa.eu/en/medicines/human/EPAR/rienso
1799,Human,Clopidogrel DURA,Peripheral Vascular Diseases;  Stroke;  Myocardial Infarction,clopidogrel,clopidogrel (as hydrochloride),EMEA/H/C/001132,no,Withdrawn,B01AC04,no,yes,no,no,no,no,no,2009-07-21 00:00:00,,Mylan dura GmbH,Antithrombotic agents,,,2015-05-05 00:00:00,6,"Clopidogrel is indicated in adults for the prevention of atherothrombotic events in:Patients suffering from myocardial infarction (from a few days until less than 35 days), ischaemic stroke (from 7 days until less than 6 months) or established peripheral arterial disease.",,,2015-05-05 00:00:00,2015-07-10 16:19:00,https://www.ema.europa.eu/en/medicines/human/EPAR/clopidogrel-dura
1800,Human,Quadramet,Pain;  Cancer,samarium [153Sm] lexidronam pentasodium,samarium (153Sm) lexidronam pentasodium,EMEA/H/C/000150,no,Authorised,V10BX02,no,no,no,no,no,no,no,1998-02-04 01:00:00,,CIS bio international,Therapeutic radiopharmaceuticals,,,2015-05-03 00:00:00,15,Quadramet is indicated for the relief of bone pain in patients with multiple painful osteoblastic skeletal metastases which take up technetium [99mTc]-labelled biphosphonates on bone scan.The presence of osteoblastic metastases which take up technetium [99mTc]-labelled biphosphonates should be confirmed prior to therapy.,,,2015-05-04 00:09:00,2015-06-03 16:15:00,https://www.ema.europa.eu/en/medicines/human/EPAR/quadramet
1801,Human,Provenge,Prostatic Neoplasms,autologous peripheral-blood mononuclear cells activated with prostatic acid phosphatase granulocyte-macrophage colony-stimulating factor (sipuleucel-T),autologous peripheral-blood mononuclear cells including a minimum of 50 million autologous CD54+ cells activated with prostatic acid phosphatase granulocyte-macrophage colony-stimulating factor,EMEA/H/C/002513,no,Withdrawn,L03AX17,yes,no,no,no,no,no,no,2013-09-06 00:00:00,,Dendreon UK Ltd,Other immunostimulants,,,2015-05-06 12:23:41,1,Provenge is indicated for treatment of asymptomatic or minimally symptomatic metastatic (non-visceral) castrate-resistant prostate cancer in male adults in whom chemotherapy is not yet clinically indicated.,,,2015-05-06 12:23:41,2015-05-19 11:30:00,https://www.ema.europa.eu/en/medicines/human/EPAR/provenge
1802,Human,BindRen,Hyperphosphatemia,colestilan,colestilan,EMEA/H/C/002377,no,Withdrawn,V03AE,yes,no,no,no,no,no,no,2013-01-21 01:00:00,,Mitsubishi Pharma Europe Ltd,,,,2015-03-26 13:30:50,2,Treatment of hyperphosphataemia in adult patients with chronic kidney disease stage 5 receiving haemodialysis or peritoneal dialysis.,,,2015-03-26 13:30:50,2015-04-01 16:20:00,https://www.ema.europa.eu/en/medicines/human/EPAR/bindren
1803,Human,Pumarix,"Influenza, Human;  Immunization;  Disease Outbreaks","pandemic influenza vaccine (H5N1) (split virion, inactivated, adjuvanted)","pandemic influenza vaccine (H5N1) (split virion, inactivated, adjuvanted) ",EMEA/H/C/001212,no,Withdrawn,J07BB02,no,no,no,no,yes,no,no,2011-03-04 01:00:00,,GlaxoSmithKline Biologicals S.A. ,"Vaccines, ",,,2014-02-28 01:00:00,4,Prophylaxis of influenza in an officially declared pandemic situation.Pandemic-influenza vaccine should be used in accordance with official guidance.,,,2014-02-28 01:00:00,2015-03-17 12:30:00,https://www.ema.europa.eu/en/medicines/human/EPAR/pumarix
1804,Human,Docetaxel Mylan,"Head and Neck Neoplasms;  Carcinoma, Non-Small-Cell Lung;  Adenocarcinoma;  Prostatic Neoplasms;  Breast Neoplasms",docetaxel,docetaxel,EMEA/H/C/002317,no,Withdrawn,L01CD02,no,yes,no,no,no,no,no,2012-01-31 01:00:00,,Mylan S.A.S.,Antineoplastic agents,,,2015-02-01 01:00:00,6,"Treatment of breast cancer, special forms of lung cancer (non-small-cell lung cancer), prostate cancer, gastric cancer, or head and neck cancer.",,,2015-02-01 13:00:00,2015-03-12 13:00:00,https://www.ema.europa.eu/en/medicines/human/EPAR/docetaxel-mylan-0
1805,Veterinary,Slentrol,,dirlotapide,dirlotapide,EMEA/V/C/000116,no,Withdrawn,,no,no,no,no,no,no,no,2007-04-13 00:00:00,,Zoetis Belgium SA,,"Antiobesity preparations, excl. diet products",,2015-01-15 01:00:00,7,As an aid in the management of overweight and obesity in adult dogs. To be used as part of an overall weight-management programme that also includes appropriate dietary changes and exercise practice.,Dogs,QA08AB91,2015-01-15 01:00:00,2015-02-24 18:40:00,https://www.ema.europa.eu/en/medicines/veterinary/EPAR/slentrol
1806,Veterinary,TruScient,,dibotermin alfa,dibotermin alfa,EMEA/V/C/002000,no,Withdrawn,,no,no,no,no,no,no,no,2011-12-14 01:00:00,,Zoetis Belgium SA,,Bone morphogenetic proteins,,2015-01-15 16:41:48,4,Osteoinductive agent for use in the treatment of long-bone fractures as an adjunct to standard surgical care using open fracture reduction in dogs.,Dogs,QM05BC01,2015-01-15 16:41:48,2015-02-03 13:15:00,https://www.ema.europa.eu/en/medicines/veterinary/EPAR/truscient
1807,Human,Clopidogrel Teva Pharma B.V.,Peripheral Vascular Diseases;  Acute Coronary Syndrome;  Myocardial Infarction;  Stroke,clopidogrel,clopidogrel (as hydrobromide),EMEA/H/C/001226,no,Withdrawn,B01AC04,no,yes,no,no,no,no,no,2011-06-16 00:00:00,,Teva Pharma B.V. ,Antithrombotic agents,,,2014-10-21 00:00:00,4,"Prevention of atherothrombotic eventsClopidogrel is indicated in:adult patients suffering from myocardial infarction (from a few days until less than 35 days), ischaemic stroke (from 7 days until less than 6 months) or established peripheral arterial disease;adult patients suffering from acute coronary syndrome: non-ST segment elevation acute coronary syndrome (unstable angina or non-Q-wave myocardial infarction), including patients undergoing a stent placement following percutaneous coronary intervention, in combination with acetylsalicylic acid (ASA);ST segment elevation acute myocardial infarction, in combination with ASA in medically treated patients eligible for thrombolytic therapy.Prevention of atherothrombotic and thromboembolic events in atrial fibrillationIn adult patients with atrial fibrillation who have at least one risk factor for vascular events, are not suitable for treatment with vitamin-K antagonists (VKA) and who have a low bleeding risk, clopidogrel is indicated in combination with ASA for the prevention of atherothrombotic and thromboembolic events, including stroke.",,,2014-10-21 10:55:00,2015-02-03 12:30:00,https://www.ema.europa.eu/en/medicines/human/EPAR/clopidogrel-teva-pharma-bv
1808,Veterinary,Purevax RCCh,,"vaccine against feline viral rhinotracheitis, feline calicivirosis and feline Chlamydophila infections","attenuated feline rhinotracheitis herpesvirus (FHV F2 strain), inactivated feline calicivirosis antigens (FCV 431 and G1 strains), attenuated Chlamydophila felis (905 strain)",EMEA/V/C/000092,no,Withdrawn,,no,no,no,no,no,no,no,2005-02-22 01:00:00,,Merial,,"Immunologicals for felidae, ",,2014-02-12 01:00:00,8,"Active immunisation of cats aged 8 weeks and older:against feline viral rhinotracheitis to reduce clinical signs;against calicivirus infection to reduce clinical signs and excretion;against Chlamydophila felis infection to reduce clinical signs.Onsets of immunity have been demonstrated 1 week after primary vaccination course for rhinotracheitis, calicivirus and Chlamydophila felis components.The duration of immunity is 1 year after the last (re-)vaccination.",Cats,QI06AH,2014-02-13 00:09:00,2015-01-22 17:15:00,https://www.ema.europa.eu/en/medicines/veterinary/EPAR/purevax-rcch
1809,Human,Vistide,Cytomegalovirus Retinitis,cidofovir,cidofovir,EMEA/H/C/000121,no,Withdrawn,J05AB12,no,no,no,no,no,no,no,1997-04-23 00:00:00,,Gilead Sciences International Limited,Antivirals for systemic use,,,2014-08-22 00:00:00,21,"Vistide is indicated for the treatment of cytomegalovirus retinitis in patients with acquired immunodeficiency syndrome (AIDS) and without renal dysfunction. Vistide should be used only when other agents are considered unsuitable., ",,,2014-08-22 00:00:00,2015-01-19 11:15:00,https://www.ema.europa.eu/en/medicines/human/EPAR/vistide
1810,Human,Masiviera,Pancreatic Neoplasms,masitinib,masitinib,EMEA/H/C/002659,no,Refused,L01XE,no,no,no,no,no,no,yes,,,AB Science,Protein kinase inhibitors,,2014-05-22 00:00:00,2014-01-23 01:00:00,0,Treatment of non resectable locally advanced or metastatic pancreatic cancer,,,2014-01-23 13:04:00,2015-01-06 09:51:00,https://www.ema.europa.eu/en/medicines/human/EPAR/masiviera
1811,Human,Ipreziv,Hypertension,azilsartan medoxomil,Azilsartan medoxomil,EMEA/H/C/002517,no,Withdrawn,C09CA09,yes,no,no,no,no,no,no,2011-12-07 01:00:00,,Takeda Pharma A/S,Agents acting on the renin-angiotensin system,,,2014-10-27 01:00:00,4,Ipreziv is indicated for the treatment of essential hypertension in adults.,,,2014-10-27 13:00:00,2014-12-19 18:15:00,https://www.ema.europa.eu/en/medicines/human/EPAR/ipreziv
1812,Human,Fluenz,"Influenza, Human;  Immunization","influenza vaccine (live attenuated, nasal)","Reassortant influenza virus (live attenuated) of the following strains:A/California/7/2009 (H1N1)pdm09 like strain, A/Victoria/361/2011 (H3N2) like strain, B/Massachusetts/2/2012 like strain",EMEA/H/C/001101,no,Withdrawn,J07BB03,yes,no,no,no,no,no,no,2011-01-27 01:00:00,,MedImmune LLC,"Vaccines, ",,,2013-10-21 00:00:00,4,Prophylaxis of influenza in individuals 24 months to less than 18 years of age.The use of Fluenz should be based on official recommendations.,,,2013-10-21 11:07:00,2014-12-03 16:00:00,https://www.ema.europa.eu/en/medicines/human/EPAR/fluenz
1813,Human,Topotecan Eagle,Carcinoma;  Small Cell Lung Carcinoma,topotecan,topotecan (as hydrochloride),EMEA/H/C/002261,no,Withdrawn,L01XX17,no,yes,no,no,no,no,no,2011-12-22 01:00:00,,Eagle Laboratories Ltd.   ,Antineoplastic and immunomodulating agents,,,2014-10-02 00:00:00,2,Topotecan monotherapy is indicated for the treatment of patients with relapsed small cell lung cancer (SCLC) for whom re-treatment with the first-line regimen is not considered appropriate.Topotecan in combination with cisplatin is indicated for patients with carcinoma of the cervix recurrent after radiotherapy and for patients with Stage IVB disease. Patients with prior exposure to cisplatin require a sustained treatment free interval to justify treatment with the combination.,,,2014-10-02 11:59:00,2014-11-14 16:00:00,https://www.ema.europa.eu/en/medicines/human/EPAR/topotecan-eagle
1814,Veterinary,Nobivac Bb,,live vaccine against Bordetella bronchiseptica in cats,live Bordetella bronchiseptica bacteria strain B-C2,EMEA/V/C/000068,no,Authorised,,no,no,no,no,no,no,no,2002-09-10 00:00:00,,Intervet International BV,,"Immunologicals for felidae, ",,2014-10-17 00:00:00,9,"For active immunisation of cats, of 1 month of age or older to reduce clinical signs of Bordetella bronchiseptica associated upper respiratory tract disease.Onset of immunity: Onset of immunity was established in 8 week old cats as early as 72 hours after vaccination.Duration of immunity: The duration of immunity is up to 1 year.No data on the influence of maternal antibodies on the effect of vaccination with Nobivac Bb for cats are available. From literature it is considered that this type of intranasal vaccine is able to induce an immune response without interference from maternally derived antibodies.",Cats,QI06AE02,2014-10-17 00:00:00,2014-11-04 15:30:00,https://www.ema.europa.eu/en/medicines/veterinary/EPAR/nobivac-bb
1815,Human,Doribax,"Pneumonia, Ventilator-Associated;  Pneumonia, Bacterial;  Urinary Tract Infections;  Bacterial Infections;  Cross Infection",doripenem,doripenem,EMEA/H/C/000891,no,Withdrawn,J01DH04,no,no,no,no,no,no,no,2008-07-25 00:00:00,,Janssen-Cilag International NV,"Antibacterials for systemic use, ",,,2012-02-21 01:00:00,10,Doribax is indicated for the treatment of the following infections in adults:nosocomial pneumonia (including ventilator-associated pneumonia);complicated intra-abdominal infections;complicated urinary tract infections.Consideration should be given to official guidance on the appropriate use of antibacterial agents.,,,2012-02-21 01:00:00,2014-10-17 16:00:00,https://www.ema.europa.eu/en/medicines/human/EPAR/doribax
1816,Human,Pioglitazone Krka,"Diabetes Mellitus, Type 2",pioglitazone,pioglitazone hydrochloride,EMEA/H/C/002453,no,Withdrawn,A10BG03,no,yes,no,no,no,no,no,2012-03-21 01:00:00,,"Krka, d.d., Novo mesto",Drugs used in diabetes,,,2014-09-16 14:02:40,2,"Pioglitazone is indicated as second or third line treatment of type 2 diabetes mellitus as described below: as monotherapy- in adult patients (particularly overweight patients) inadequately controlled by diet and exercise for whom metformin is inappropriate because of contraindications or intolerance;as dual oral therapy in combination with- a sulphonylurea, only in adult patients who show intolerance to metformin or for whom metformin is contraindicated, with insufficient glycaemic control despite maximal tolerated dose of monotherapy with a sulphonylurea; Pioglitazone is also indicated for combination with insulin in type 2 diabetes mellitus in adult patients with insufficient glycaemic control on insulin for whom metformin is inappropriate because of contraindications or intolerance.After initiation of therapy with pioglitazone, patients should be reviewed after 3 to 6 months to assess adequacy of response to treatment (e.g. reduction in HbA1c). In patients who fail to show an adequate response, pioglitazone should be discontinued. In light of potential risks with prolonged therapy, prescribers should confirm at subsequent routine reviews that the benefit of pioglitazone is maintained.",,,2014-09-16 14:02:40,2014-09-26 17:00:00,https://www.ema.europa.eu/en/medicines/human/EPAR/pioglitazone-krka
1817,Human,Rivastigmine 3M Health Care Ltd,Alzheimer Disease,rivastigmine,rivastigmine,EMEA/H/C/003824,no,Withdrawn,N06DA03,no,yes,no,no,no,no,no,2014-04-03 00:00:00,,3M Health Care Limited,"Psychoanaleptics, , Anticholinesterases",,2014-01-23 01:00:00,2014-08-19 00:00:00,1,Symptomatic treatment of mild to moderately severe Alzheimer's dementia.,,,2014-08-19 02:00:00,2014-09-18 18:15:00,https://www.ema.europa.eu/en/medicines/human/EPAR/rivastigmine-3m-health-care-ltd
1818,Human,Clopidogrel Qualimed,Peripheral Vascular Diseases;  Stroke;  Myocardial Infarction,clopidogrel,clopidogrel (as hydrochloride),EMEA/H/C/001135,no,Withdrawn,B01AC06,no,yes,no,no,no,no,no,2009-09-23 00:00:00,,Qualimed,Antithrombotic agents,,,2014-09-01 00:00:00,4,"Clopidogrel is indicated in adults for the prevention of atherothrombotic events in:Patients suffering from myocardial infarction (from a few days until less than 35 days), ischaemic stroke (from 7 days until less than 6 months) or established peripheral arterial disease.For further information please refer to section 5.1.",,,2014-09-01 00:00:00,2014-09-08 11:30:00,https://www.ema.europa.eu/en/medicines/human/EPAR/clopidogrel-qualimed
1819,Human,Reasanz,Heart Failure,serelaxin,Serelaxin,EMEA/H/C/002817,no,Refused,C01DX21,no,no,no,no,no,no,no,,2014-08-05 00:00:00,Novartis Europharm Ltd,Other vasodilators used in cardiac diseases,,2014-05-22 00:00:00,2014-08-05 00:00:00,0,Treatment of acute heart failure,,,2014-08-05 12:04:00,2014-09-01 16:15:00,https://www.ema.europa.eu/en/medicines/human/EPAR/reasanz
1820,Human,Nerventra,Multiple Sclerosis,laquinimod,laquinimod,EMEA/H/C/002546,no,Refused,N07,no,no,no,no,no,no,no,,2014-08-19 00:00:00,Teva Pharma GmbH,,,2014-05-22 00:00:00,2013-12-20 01:00:00,0,Treatment of multiple sclerosis,,,2013-12-20 13:03:00,2014-09-01 14:03:00,https://www.ema.europa.eu/en/medicines/human/EPAR/nerventra
1821,Human,Ioa,Contraception,"nomegestrol acetate, estradiol","Nomegestrol acetate, estradiol",EMEA/H/C/002068,no,Withdrawn,G03AA14,no,no,no,no,no,no,no,2011-11-16 01:00:00,,N.V. Organon,"Sex hormones and modulators of the genital system, ",,,2014-01-16 01:00:00,4,Oral contraception.,,,2014-01-16 01:00:00,2014-08-26 12:15:00,https://www.ema.europa.eu/en/medicines/human/EPAR/ioa
1822,Human,Revasc,Venous Thrombosis,desirudin,desirudin,EMEA/H/C/000104,no,Withdrawn,B01AE01,no,no,no,no,no,no,no,1997-07-09 00:00:00,,Canyon Pharmaceuticals Ltd.,Antithrombotic agents,,,2012-01-23 01:00:00,12,Prevention of deep venous thrombosis in patients undergoing elective hip or knee replacement surgery.,,,2012-01-23 01:00:00,2014-07-29 17:05:00,https://www.ema.europa.eu/en/medicines/human/EPAR/revasc
1823,Human,Olanzapine Cipla (previously Olanzapine Neopharma),Schizophrenia;  Bipolar Disorder,olanzapine,olanzapine,EMEA/H/C/000793,no,Withdrawn,N05AH03,no,yes,no,no,no,no,no,2007-11-14 01:00:00,,Cipla (EU) Limited,Psycholeptics,,,2013-11-28 01:00:00,12,"AdultsOlanzapine is indicated for the treatment of schizophrenia.Olanzapine is effective in maintaining the clinical improvement during continuation therapy in patients who have shown an initial treatment response.Olanzapine is indicated for the treatment of moderate to severe manic episode.In patients whose manic episode has responded to olanzapine treatment, olanzapine is indicated for the prevention of recurrence in patients with bipolar disorder.",,,2013-11-28 01:00:00,2014-07-24 16:30:00,https://www.ema.europa.eu/en/medicines/human/EPAR/olanzapine-cipla-previously-olanzapine-neopharma
1824,Human,Preotact,"Osteoporosis, Postmenopausal",parathyroid hormone (rDNA),parathyroid hormone (rDNA),EMEA/H/C/000659,no,Withdrawn,H05AA03,no,no,no,no,no,no,no,2006-04-24 00:00:00,,NPS Pharma Holdings Limited,Calcium homeostasis,,,2014-05-16 00:00:00,4,"Treatment of osteoporosis in postmenopausal women at high risk of fractures (see section 5.1).A significant reduction in the incidence of vertebral, but not hip fractures has been demonstrated.",,,2014-05-16 00:00:00,2014-07-02 10:50:00,https://www.ema.europa.eu/en/medicines/human/EPAR/preotact
1825,Veterinary,Melovem,,meloxicam,meloxicam,EMEA/V/C/000152,no,Authorised,,no,yes,no,no,no,no,no,2009-07-07 00:00:00,,Dopharma Research B.V.,,Oxicams,,2014-06-06 00:00:00,5,"CattleFor use in acute respiratory infection with appropriate antibiotic therapy to reduce clinical signs in cattle. For use in diarrhoea in combination with oral rehydration therapy to reduce clinical signs in calves of over one week of age and young, non-lactating cattle. For adjunctive therapy in the treatment of acute mastitis, in combination with antibiotic therapy.PigsFor use in noninfectious locomotor disorders to reduce the symptoms of lameness and inflammation. For the relief of postoperative pain associated with minor soft-tissue surgery such as castration. For adjunctive therapy in the treatment of puerperal septicaemia and toxaemia (mastitis-metritis-agalactia syndrome) with appropriate antibiotic therapy.HorsesFor use in the alleviation of inflammation and relief of pain in both acute and chronic musculoskeletal disorders. For the relief of pain associated with equine colic.",Pigs; Calves,QM01AC06,2014-06-06 00:00:00,2014-06-19 14:10:00,https://www.ema.europa.eu/en/medicines/veterinary/EPAR/melovem
1826,Veterinary,Meloxivet,,meloxicam,meloxicam,EMEA/V/C/000124,no,Withdrawn,,no,yes,no,no,no,no,no,2007-11-14 01:00:00,,Eli Lilly and Company Limited ,,Musculo-skeletal system,,2014-05-28 00:00:00,5,Alleviation of inflammation and pain in both acute and chronic musculoskeletal disorders.,Dogs,QM01AC06,2014-05-28 00:00:00,2014-06-18 10:10:00,https://www.ema.europa.eu/en/medicines/veterinary/EPAR/meloxivet
1827,Veterinary,Netvax,,adjuvanted vaccine against necrotic enteritis of chickens due to Clostridium perfringens,Clostridium-perfringens-type-A alpha toxoid,EMEA/V/C/000134,no,Withdrawn,,no,no,no,no,no,no,no,2009-04-16 00:00:00,,Intervet International BV,,Immunologicals for aves,,2013-09-19 00:00:00,2,"For the active immunisation of chickens to provide passive immunisation against necrotic enteritis to their progeny, during the laying period.To reduce mortality and the incidence and severity of lesions caused by Clostridium-perfringens-type-A-induced necrotic enteritis. Efficacy was demonstrated by challenge of chicks approximately three weeks after hatching.The onset of passive transfer of immunity: 6 weeks following completion of the vaccination procedure.The duration of passive transfer of immunity: 51 weeks following completion of the vaccination procedure.",Chicken,QI01AB08,2013-09-19 00:00:00,2014-06-11 10:30:00,https://www.ema.europa.eu/en/medicines/veterinary/EPAR/netvax
1828,Human,Viracept,HIV Infections,nelfinavir,nelfinavir,EMEA/H/C/000164,no,Withdrawn,J05AE04,no,no,no,no,no,no,no,1998-01-22 01:00:00,,Roche Registration Ltd.,Antivirals for systemic use,,,2013-01-23 01:00:00,25,"Viracept is indicated in antiretroviral combination treatment of human-immunodeficiency-virus (HIV-1)-infected adults, adolescents and children of three years of age and older.In protease-inhibitor (PI)-experienced patients, the choice of nelfinavir should be based on individual viral resistance testing and treatment history.",,,2013-01-23 01:00:00,2014-06-10 17:50:00,https://www.ema.europa.eu/en/medicines/human/EPAR/viracept
1829,Veterinary,Flexicam,,meloxicam,meloxicam,EMEA/V/C/000102,no,Withdrawn,,no,yes,no,no,no,no,no,2006-04-10 00:00:00,,Dechra Veterinary Products A/S,,Antiinflammatory and antirheumatic products,,2014-05-06 00:00:00,7,Oral suspension:Dogs:Alleviation of inflammation and pain in both acute and chronic musculo-skeletal disorders.Solution for injection:Dogs:Alleviation of inflammation and pain in both acute and chronic musculo-skeletal disorders.Reduction of post-operative pain and inflammation following orthopaedic and soft tissue surgery.Cats:Reduction of postoperative pain after ovariohysterectomy and minor soft tissue surgery,Dogs; Cats,QM01AC06,2014-05-06 00:00:00,2014-05-20 17:00:00,https://www.ema.europa.eu/en/medicines/veterinary/EPAR/flexicam
1830,Human,Clopidogrel Teva Generics B.V.,Peripheral Vascular Diseases;  Acute Coronary Syndrome;  Myocardial Infarction;  Stroke,clopidogrel,clopidogrel (as hydrochloride),EMEA/H/C/002254,no,Withdrawn,B01AC04,no,yes,no,no,no,no,no,2010-10-28 00:00:00,,Teva Pharma B.V.,Antithrombotic agents,,,2013-11-05 01:00:00,3,"Clopidogrel is indicated in adults for the prevention of atherothrombotic events in:Patients suffering from myocardial infarction (from a few days until less than 35 days), ischaemic stroke (from 7 days until less than 6 months) or established peripheral arterial disease.Patients suffering from acute coronary syndrome:Non-ST segment elevation acute coronary syndrome (unstable angina or non-Q-wave myocardial infarction), including patients undergoing a stent placement following percutaneous coronary intervention, in combination with acetylsalicylic acid (ASA).ST segment elevation acute myocardial infarction, in combination with ASA in medically treated patients eligible for thrombolytic therapy.For further information please refer to section 5.1.",,,2013-11-05 01:00:00,2014-05-12 14:20:00,https://www.ema.europa.eu/en/medicines/human/EPAR/clopidogrel-teva-generics-bv
1831,Veterinary,Porcilis AR-T DF,,adjuvanted vaccine against progressive atrophic rhinitis in piglets,"protein dO (non-toxic deletion derivative of Pasteurella multocida dermonecrotic toxin), inactivated Bordetella bronchiseptica cells",EMEA/V/C/000055,no,Authorised,,no,no,no,no,no,no,no,2000-11-16 02:00:00,,Intervet International BV,,Immunologicals for suidae,,2014-04-25 01:09:21,6,For the reduction of clinical signs of progressive atrophic rhinitis in piglets by passive oral immunisation with colostrum from dams actively immunised with the vaccine.,Pigs (gilts and sows),QI09AB04,2014-04-25 01:09:21,2014-05-05 18:40:00,https://www.ema.europa.eu/en/medicines/veterinary/EPAR/porcilis-ar-t-df
1832,Veterinary,Porcilis Porcoli Diluvac Forte (previously Porcilis Porcoli),,vaccine to provide passive immunity to the progeny against E. coli in pigs,"F4ab (K88ab) fimbrial adhesin, F4ac (K88ac) fimbrial adhesin, F5 (K99) fimbrial adhesin, F6 (987P) fimbrial adhesin, LT toxoid",EMEA/V/C/000024,no,Authorised,,no,no,no,no,no,no,no,1996-02-29 02:00:00,,Intervet International BV,,Immunologicals,,2014-04-04 02:09:21,7,"For the passive immunisation of piglets by active immunisation of sows / gilts to reduce mortality and clinical signs such as diarrhoea due to neonatal enterotoxicosis during the first days of life, caused by those E.coli strains which express the fimbrial adhesins F4ab (K88ab), F4ac (K88ac), F5 (K99) or F6 (987P).",Pigs (gilts and sows),QI09AB02,2014-04-04 02:09:21,2014-04-14 19:00:00,https://www.ema.europa.eu/en/medicines/veterinary/EPAR/porcilis-porcoli-diluvac-forte-previously-porcilis-porcoli
1833,Human,Onduarp,Hypertension,"telmisartan, amlodipine",Telmisartan,EMEA/H/C/002118,no,Withdrawn,C09DB04,no,no,no,no,no,no,no,2011-11-24 01:00:00,,Boehringer Ingelheim International GmbH,Cardiovascular system,,,2014-02-17 01:00:00,2,Treatment of essential hypertension in adults:Add on therapyOnduarp is indicated in adults whose blood pressure is not adequately controlled on amlodipine.Replacement therapyAdult patients receiving telmisartan and amlodipine from separate tablets can instead receive tablets of Onduarp containing the same component doses.,,,2014-02-17 15:11:00,2014-04-02 15:00:00,https://www.ema.europa.eu/en/medicines/human/EPAR/onduarp
1834,Human,Leflunomide Teva,"Arthritis, Rheumatoid",leflunomide,leflunomide,EMEA/H/C/002356,no,Withdrawn,L04AA13,no,yes,no,no,no,no,no,2011-03-10 01:00:00,,Teva Pharma B.V.,Immunosuppressants,,,2014-01-15 12:01:20,6,"Leflunomide is indicated for the treatment of adult patients with active rheumatoid arthritis as a 'disease-modifying antirheumatic drug' (DMARD).Recent or concurrent treatment with hepatotoxic or haematotoxic DMARDs (e.g. methotrexate) may result in an increased risk of serious adverse reactions; therefore, the initiation of leflunomide treatment has to be carefully considered regarding these benefit / risk aspects.Moreover, switching from leflunomide to another DMARD without following the washout procedure may also increase the risk of serious adverse reactions even for a long time after the switching. ",,,2014-01-15 12:01:20,2014-03-18 12:35:00,https://www.ema.europa.eu/en/medicines/human/EPAR/leflunomide-teva
